# Observed Wavelength Air (nm)  	 
# Unc.  (nm)  	 
# Ritz Wavelength Air (nm)  	 
# Unc.  (nm)  
#  Rel.  Int.  (?) 
#  Aki (s-1)  
#  Acc.  Ei (cm-1)  
#   Ek (cm-1)  
#  Lower Level Conf., Term, J  
#  Upper Level Conf., Term, J  
#  Type  TP Ref.  
# Line
# Ref.
# 																		 
433.62268   	0.00020  	433.62251   	0.00003   	 500  	  	   	148 257.7898  	-  	171 312.8413  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)7s  	 2[1/2]°  	 0  		  	L4498
433.8200    	0.0020   	433.8200    	0.0021    	 20  	  	   	150 121.5922  	-  	173 166.15    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)12d  	 2[5/2]°  	 2  		  	L3469
434.0256    	0.0020   	434.0252    	0.0011    	 20  	  	   	150 315.8612  	-  	173 349.52    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)9d  	 2[5/2]°  	 3  		  	L3469
434.0420    	0.0020   	434.0418    	0.0009    	 20  	  	   	149 824.2215  	-  	172 857.00    	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°1/2)9s  	 2[1/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
434.5479    	0.0020   	434.5475    	0.0015    	 20*  	  	   	149 824.2215  	-  	172 830.20    	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)10d  	 2[5/2]°  	 2  		  	L3469
434.5479    	0.0020   	434.5465    	0.0015    	 20*  	  	   	149 824.2215  	-  	172 830.25    	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)10d  	 2[5/2]°  	 3  		  	L3469
434.5762    	0.0020   	434.5749    	0.0017    	 10  	  	   	150 121.5922  	-  	173 126.12    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)13s  	 2[3/2]°  	 2  		  	L3469
434.6036    	0.0020   	434.6013    	0.0019    	 150  	  	   	149 824.2215  	-  	172 827.35    	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)10d  	 2[7/2]°  	 3  		  	L3469
435.7298    	0.0020   	435.7289    	0.0011    	 20  	  	   	150 315.8612  	-  	173 259.46    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)10s  	 2[1/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
435.7918    	0.0020   	435.7901    	0.0010    	 50  	  	   	149 824.2215  	-  	172 764.60    	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)11s  	 2[3/2]°  	 1  		  	L3469
435.8816    	0.0020   	435.8809    	0.0011    	 20  	  	   	149 824.2215  	-  	172 759.82    	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)11s  	 2[3/2]°  	 2  		  	L3469
436.2690    	0.0020   	436.2693    	0.0011    	 300  	  	   	149 657.0392  	-  	172 572.22    	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)9d  	 2[5/2]°  	 3  		  	L3469
436.3228    	0.0020   	436.3230    	0.0008    	 20  	  	   	149 657.0392  	-  	172 569.40    	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)9d  	 2[3/2]°  	 2  		  	L3469
436.35240   	0.00010  	436.35240   	0.00010   	 700  	  	   	149 657.0392  	-  	172 567.857   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)9d  	 2[7/2]°  	 4  		  	L7292
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
436.5705    	0.0020   	436.5706    	0.0019    	 10  	  	   	150 121.5922  	-  	173 020.96    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)11d  	 2[5/2]°  	 2  		  	L3469
437.1796    	0.0020   	437.1810    	0.0013    	 20  	  	   	150 121.5922  	-  	172 988.99    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)8d  	 2[3/2]°  	 1  		  	L3469
437.2157    	0.0020   	437.21510   	0.00010   	 300  	  	   	150 121.5922  	-  	172 987.204   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)8d  	 2[5/2]°  	 2  		  	L3469
437.4997    	0.0020   	437.5025    	0.0021    	 20*  	  	   	150 315.8612  	-  	173 166.45    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)12d  	 2[5/2]°  	 3  		  	L3469
437.4997    	0.0020   	437.50048   	0.00008   	 20*  	  	   	150 121.5922  	-  	172 972.289   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)12s  	 2[3/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
437.7754    	0.0020   	437.7744    	0.0010    	 20  	  	   	150 772.1118  	-  	173 608.51    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)10d  	 2[5/2]°  	 2  		  	L3469
437.7754    	0.0020   	437.7744    	0.0015    	 20*  	  	   	150 772.1118  	-  	173 608.51    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)10d  	 2[3/2]°  	 2  		  	L3469
438.12200   	0.00010  	438.12199   	0.00010   	 300  	  	   	149 657.0392  	-  	172 475.321   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)10s  	 2[3/2]°  	 2  		  	L7292
439.4370    	0.0020   	439.4370    	0.0015    	 150*  	  	   	150 858.5079  	-  	173 608.51    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)10d  	 2[3/2]°  	 2  		  	L3469
439.4370    	0.0020   	439.4370    	0.0010    	 150*  	  	   	150 858.5079  	-  	173 608.51    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)10d  	 2[5/2]°  	 2  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
439.4370    	0.0020   	439.4364    	0.0014    	 150*  	  	   	150 858.5079  	-  	173 608.54    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)10d  	 2[5/2]°  	 3  		  	L3469
439.4773    	0.0020   	439.4776    	0.0012    	 150  	  	   	149 824.2215  	-  	172 572.12    	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)9d  	 2[5/2]°  	 2  		  	L3469
439.5008    	0.0020   	439.5025    	0.0010    	 10  	  	   	149 824.2215  	-  	172 570.83    	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)9d  	 2[3/2]°  	 1  		  	L3469
439.5306    	0.0020   	439.5301    	0.0008    	 10  	  	   	149 824.2215  	-  	172 569.40    	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)9d  	 2[3/2]°  	 2  		  	L3469
439.55560   	0.00010  	439.55560   	0.00010   	 500  	  	   	149 824.2215  	-  	172 568.083   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)9d  	 2[7/2]°  	 3  		  	L7292
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
439.5969    	0.0020   	439.5972    	0.0010    	 10  	  	   	149 824.2215  	-  	172 565.93    	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)9d  	 2[1/2]°  	 1  		  	L3469
439.7175    	0.0020   	439.7190    	0.0010    	 10  	  	   	150 121.5922  	-  	172 857.00    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)9s  	 2[1/2]°  	 1  		  	L3469
439.8136    	0.0020   	439.8133    	0.0012    	 50  	  	   	150 121.5922  	-  	172 852.13    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)9s  	 2[1/2]°  	 0  		  	L3469
440.2374    	0.0020   	440.2380    	0.0016    	 20  	  	   	150 121.5922  	-  	172 830.20    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)10d  	 2[5/2]°  	 2  		  	L3469
440.2580    	0.0020   	440.2554    	0.0014    	 10  	  	   	150 121.5922  	-  	172 829.30    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)10d  	 2[3/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
440.2985    	0.0020   	440.2996    	0.0017    	 10  	  	   	150 315.8612  	-  	173 021.29    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)11d  	 2[5/2]°  	 3  		  	L3469
440.5582    	0.0020   	440.5571    	0.0021    	 20  	  	   	150 917.4307  	-  	173 609.59    	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°1/2)10d  	 2[3/2]°  	 1  		  	L3469
440.9620    	0.0020   	440.96009   	0.00010   	 200  	  	   	150 315.8612  	-  	172 987.283   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)8d  	 2[5/2]°  	 3  		  	L3469
441.2285    	0.0020   	441.22878   	0.00004   	 200  	  	   	149 824.2215  	-  	172 481.8376  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)10s  	 2[3/2]°  	 1  		  	L3469
441.3561    	0.0020   	441.35572   	0.00010   	 150  	  	   	149 824.2215  	-  	172 475.321   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)10s  	 2[3/2]°  	 2  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
441.5141    	0.0020   	441.5134    	0.0010    	 50  	  	   	150 121.5922  	-  	172 764.60    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)11s  	 2[3/2]°  	 1  		  	L3469
441.6817    	0.0020   	441.68152   	0.00006   	 500  	  	   	149 824.2215  	-  	172 458.613   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°1/2)7d  	 2[5/2]°  	 3  		  	L3469
442.0558    	0.0020   	442.05903   	0.00003   	 10  	  	   	148 257.7898  	-  	170 872.8524  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)6d  	 2[5/2]°  	 2  		  	L3469
442.15553   	0.00020  	442.15541   	0.00004   	 500  	  	   	148 257.7898  	-  	170 867.923   	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)6d  	 2[3/2]°  	 1  		  	L4498
442.25205   	0.00004  	442.25191   	0.00003   	 3000  	  	   	148 257.7898  	-  	170 862.9893  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)6d  	 2[3/2]°  	 2  		  	L3451
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
442.48065   	0.00020  	442.48052   	0.00003   	 3000  	  	   	148 257.7898  	-  	170 851.3105  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)6d  	 2[1/2]°  	 1  		  	L4498
442.54000   	0.00010  	442.54000   	0.00010   	 1500  	  	   	148 257.7898  	-  	170 848.274   	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)6d  	 2[1/2]°  	 0  		  	L7292
442.7755    	0.0020   	442.7716    	0.0018    	 300  	  	   	150 772.1118  	-  	173 350.78    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)9d  	 2[3/2]°  	 1  		  	L3469
442.7981    	0.0020   	442.7975    	0.0016    	 150  	  	   	150 772.1118  	-  	173 349.46    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)9d  	 2[5/2]°  	 2  		  	L3469
442.9410    	0.0020   	442.9405    	0.0016    	 10  	  	   	151 038.4524  	-  	173 608.51    	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)10d  	 2[3/2]°  	 2  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
443.25166   	0.00020  	443.25142   	0.00012   	 200  	  	   	149 657.0392  	-  	172 211.266   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)8d  	 2[5/2]°  	 3  		  	L4498
443.3398    	0.0020   	443.33980   	0.00022   	 100  	  	   	149 657.0392  	-  	172 206.770   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)8d  	 2[3/2]°  	 2  		  	L3469
443.37239   	0.00004  	443.37238   	0.00004   	 700  	  	   	149 657.0392  	-  	172 205.113   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)8d  	 2[7/2]°  	 4  		  	L3451
443.5094    	0.0020   	443.5088    	0.0010    	 50  	  	   	150 315.8612  	-  	172 857.00    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)9s  	 2[1/2]°  	 1  		  	L3469
444.0363    	0.0020   	444.0357    	0.0016    	 150*  	  	   	150 315.8612  	-  	172 830.25    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)10d  	 2[5/2]°  	 3  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
444.0363    	0.0020   	444.0367    	0.0016    	 150*  	  	   	150 315.8612  	-  	172 830.20    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)10d  	 2[5/2]°  	 2  		  	L3469
444.0812    	0.0020   	444.0815    	0.0016    	 20  	  	   	150 315.8612  	-  	172 827.93    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)10d  	 2[3/2]°  	 2  		  	L3469
444.0890    	0.0020   	444.0929    	0.0020    	 10  	  	   	150 315.8612  	-  	172 827.35    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)10d  	 2[7/2]°  	 3  		  	L3469
444.4978    	0.0020   	444.4973    	0.0012    	 300  	  	   	150 858.5079  	-  	173 349.52    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)9d  	 2[5/2]°  	 3  		  	L3469
444.5671    	0.0020   	444.5697    	0.0012    	 10  	  	   	150 772.1118  	-  	173 259.46    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)10s  	 2[1/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
444.6538    	0.0020   	444.6531    	0.0012    	 10  	  	   	150 772.1118  	-  	173 255.24    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)10s  	 2[1/2]°  	 0  		  	L3469
445.2983    	0.0020   	445.2988    	0.0012    	 150  	  	   	150 121.5922  	-  	172 572.12    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)9d  	 2[5/2]°  	 2  		  	L3469
445.3253    	0.0020   	445.3244    	0.0010    	 50  	  	   	150 121.5922  	-  	172 570.83    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)9d  	 2[3/2]°  	 1  		  	L3469
445.3324    	0.0020   	445.3343    	0.0010    	 20  	  	   	150 315.8612  	-  	172 764.60    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)11s  	 2[3/2]°  	 1  		  	L3469
445.3528    	0.0020   	445.3528    	0.0008    	 10  	  	   	150 121.5922  	-  	172 569.40    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)9d  	 2[3/2]°  	 2  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
445.4285    	0.0020   	445.4292    	0.0012    	 50  	  	   	150 315.8612  	-  	172 759.82    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)11s  	 2[3/2]°  	 2  		  	L3469
445.5564    	0.0020   	445.55700   	0.00008   	 150  	  	   	149 824.2215  	-  	172 261.741   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°1/2)8s  	 2[1/2]°  	 1  		  	L3469
445.6380    	0.0020   	445.6398    	0.0018    	 10  	  	   	150 917.4307  	-  	173 350.78    	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°1/2)9d  	 2[3/2]°  	 1  		  	L3469
446.01750   	0.00010  	446.01758   	0.00014   	 1000  	  	   	149 657.0392  	-  	172 071.389   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)9s  	 2[3/2]°  	 2  		  	L7292
446.2856    	0.0020   	446.2843    	0.0012    	 20  	  	   	150 858.5079  	-  	173 259.46    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)10s  	 2[1/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
446.56544   	0.00020  	446.56477   	0.00020   	 500  	  	   	149 824.2215  	-  	172 211.107   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)8d  	 2[5/2]°  	 2  		  	L4498
446.6045    	0.0020   	446.6038    	0.0010    	 50  	  	   	149 824.2215  	-  	172 209.15    	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)8d  	 2[3/2]°  	 1  		  	L3469
446.6503    	0.0020   	446.65130   	0.00022   	 20  	  	   	149 824.2215  	-  	172 206.770   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)8d  	 2[3/2]°  	 2  		  	L3469
446.68120   	0.00004  	446.68120   	0.00004   	 700  	  	   	149 824.2215  	-  	172 205.272   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)8d  	 2[7/2]°  	 3  		  	L3451
446.7491    	0.0020   	446.74894   	0.00022   	 10  	  	   	149 824.2215  	-  	172 201.878   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)8d  	 2[1/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
447.0971    	0.0020   	447.099     	0.003     	 50*  	  	   	150 917.4307  	-  	173 277.59    	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°3/2)13d  	 2[1/2]°  	 1  		  	L3469
447.0971    	0.0020   	447.09682   	0.00004   	 50*  	  	   	150 121.5922  	-  	172 481.8376  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)10s  	 2[3/2]°  	 1  		  	L3469
447.2246    	0.0020   	447.2216    	0.0018    	 10*  	  	   	150 772.1118  	-  	173 126.12    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)13s  	 2[3/2]°  	 2  		  	L3469
447.2246    	0.0020   	447.22716   	0.00010   	 10*  	  	   	150 121.5922  	-  	172 475.321   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)10s  	 2[3/2]°  	 2  		  	L3469
447.5131    	0.0020   	447.51455   	0.00022   	 50  	  	   	150 121.5922  	-  	172 460.966   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)7d  	 2[3/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
447.56560   	0.00010  	447.56542   	0.00014   	 1000  	  	   	150 121.5922  	-  	172 458.427   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)7d  	 2[5/2]°  	 2  		  	L7292
448.0823    	0.0020   	448.0825    	0.0016    	 150  	  	   	151 038.4524  	-  	173 349.51    	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)9d  	 2[3/2]°  	 2  		  	L3469
448.31900   	0.00010  	448.31961   	0.00003   	 1500  	  	   	148 257.7898  	-  	170 557.0484  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)7s  	 2[3/2]°  	 1  		  	L7292
448.80926   	0.00004  	448.80933   	0.00003   	 3000  	  	   	148 257.7898  	-  	170 532.7169  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)7s  	 2[3/2]°  	 2  		  	L3451
449.17716   	0.00020  	449.17702   	0.00010   	 800  	  	   	149 824.2215  	-  	172 080.915   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)9s  	 2[3/2]°  	 1  		  	L4498
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
449.1838    	0.0020   	449.1838    	0.0012    	 500  	  	   	150 315.8612  	-  	172 572.22    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)9d  	 2[5/2]°  	 3  		  	L3469
449.2132    	0.0020   	449.2118    	0.0010    	 50  	  	   	150 315.8612  	-  	172 570.83    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)9d  	 2[3/2]°  	 1  		  	L3469
449.2412    	0.0020   	449.2407    	0.0008    	 300  	  	   	150 315.8612  	-  	172 569.40    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)9d  	 2[3/2]°  	 2  		  	L3469
449.2689    	0.0020   	449.26729   	0.00010   	 150  	  	   	150 315.8612  	-  	172 568.083   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)9d  	 2[7/2]°  	 3  		  	L3469
449.3108    	0.0020   	449.3108    	0.0010    	 50  	  	   	150 315.8612  	-  	172 565.93    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)9d  	 2[1/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
449.3699    	0.0020   	449.36936   	0.00014   	 500  	  	   	149 824.2215  	-  	172 071.389   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)9s  	 2[3/2]°  	 2  		  	L3469
449.9000    	0.0020   	449.8984    	0.0012    	 20  	  	   	151 038.4524  	-  	173 259.46    	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)10s  	 2[1/2]°  	 1  		  	L3469
449.9843    	0.0020   	449.9839    	0.0012    	 50*  	  	   	151 038.4524  	-  	173 255.24    	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)10s  	 2[1/2]°  	 0  		  	L3469
449.9843    	0.0020   	449.9820    	0.0014    	 50*  	  	   	150 772.1118  	-  	172 988.99    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)8d  	 2[3/2]°  	 1  		  	L3469
450.01820   	0.00010  	450.01819   	0.00010   	 500  	  	   	150 772.1118  	-  	172 987.204   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)8d  	 2[5/2]°  	 2  		  	L7292
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
451.0170    	0.0020   	451.01537   	0.00004   	 150  	  	   	150 315.8612  	-  	172 481.8376  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)10s  	 2[3/2]°  	 1  		  	L3469
451.1509    	0.0020   	451.148     	0.003     	 200*  	  	   	150 858.5079  	-  	173 017.98    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)11d  	 2[1/2]°  	 1  		  	L3469
451.1509    	0.0020   	451.14800   	0.00010   	 200*  	  	   	150 315.8612  	-  	172 475.321   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)10s  	 2[3/2]°  	 2  		  	L3469
451.4891    	0.0020   	451.48843   	0.00006   	 700  	  	   	150 315.8612  	-  	172 458.613   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)7d  	 2[5/2]°  	 3  		  	L3469
451.5022    	0.0020   	451.50454   	0.00016   	 20  	  	   	150 315.8612  	-  	172 457.823   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)7d  	 2[3/2]°  	 2  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
451.5411    	0.0020   	451.54151   	0.00008   	 300  	  	   	150 121.5922  	-  	172 261.741   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)8s  	 2[1/2]°  	 1  		  	L3469
451.6936    	0.0020   	451.69342   	0.00018   	 500  	  	   	150 121.5922  	-  	172 254.295   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)8s  	 2[1/2]°  	 0  		  	L3469
451.77360   	0.00010  	451.77360   	0.00010   	 1000  	  	   	150 858.5079  	-  	172 987.283   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)8d  	 2[5/2]°  	 3  		  	L7292
452.57640   	0.00010  	452.57656   	0.00021   	 700  	  	   	150 121.5922  	-  	172 211.107   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)8d  	 2[5/2]°  	 2  		  	L7292
452.6177    	0.0020   	452.6167    	0.0010    	 500  	  	   	150 121.5922  	-  	172 209.15    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)8d  	 2[3/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
452.6685    	0.0020   	452.6714    	0.0010    	 150*  	  	   	150 772.1118  	-  	172 857.00    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)9s  	 2[1/2]°  	 1  		  	L3469
452.6685    	0.0020   	452.66543   	0.00023   	 150*  	  	   	150 121.5922  	-  	172 206.770   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)8d  	 2[3/2]°  	 2  		  	L3469
452.7725    	0.0020   	452.7712    	0.0012    	 150  	  	   	150 772.1118  	-  	172 852.13    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)9s  	 2[1/2]°  	 0  		  	L3469
452.7973    	0.0020   	452.7975    	0.0012    	 10  	  	   	150 121.5922  	-  	172 200.33    	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)8d  	 2[1/2]°  	 0  		  	L3469
452.9476    	0.0020   	452.9447    	0.0014    	 300  	  	   	150 917.4307  	-  	172 988.99    	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°1/2)8d  	 2[3/2]°  	 1  		  	L3469
