# Observed Wavelength Air (nm)  	 
# Unc.  (nm)  	 
# Ritz Wavelength Air (nm)  	 
# Unc.  (nm)  
#  Rel.  Int.  (?) 
#  Aki (s-1)  
#  Acc.  Ei (cm-1)  
#   Ek (cm-1)  
#  Lower Level Conf., Term, J  
#  Upper Level Conf., Term, J  
#  Type  TP Ref.  
# Line
# Ref.
# 																		 
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
453.2395    	0.0020   	453.2399    	0.0014    	 10  	  	   	150 772.1118  	-  	172 829.30    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)10d  	 2[3/2]°  	 1  		  	L3469
453.63003   	0.00020  	453.62996   	0.00003   	 1500  	5.0e+05  	  D 	148 257.7898  	-  	170 296.0099  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)5d  	 2[3/2]°  	 1  		T8043 	L4498
453.76768   	0.00020  	453.76762   	0.00003   	 3000  	  	   	148 257.7898  	-  	170 289.3243  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)5d  	 2[5/2]°  	 2  		  	L4498
453.77545   	0.00004  	453.77551   	0.00003   	 10000  	  	   	148 257.7898  	-  	170 288.9415  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)5d  	 2[3/2]°  	 2  		  	L3451
453.83026   	0.00020  	453.83007   	0.00008   	 3000  	  	   	149 657.0392  	-  	171 685.542   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)7d  	 2[5/2]°  	 3  		  	L4498
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
453.9168    	0.0020   	453.91650   	0.00013   	 500  	  	   	149 657.0392  	-  	171 681.348   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)7d  	 2[3/2]°  	 2  		  	L3469
454.03801   	0.00004  	454.03790   	0.00009   	 500  	  	   	149 657.0392  	-  	171 675.459   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)7d  	 2[7/2]°  	 4  		  	L3451
454.4502    	0.0020   	454.4492    	0.0010    	 500  	  	   	150 858.5079  	-  	172 857.00    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)9s  	 2[1/2]°  	 1  		  	L3469
454.5729    	0.0020   	454.5733    	0.0010    	 10  	  	   	150 772.1118  	-  	172 764.60    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)11s  	 2[3/2]°  	 1  		  	L3469
454.7218    	0.0020   	454.71962   	0.00004   	 100  	  	   	149 657.0392  	-  	171 642.4494  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°1/2)6d  	 2[5/2]°  	 3  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
454.7728    	0.0020   	454.77082   	0.00003   	 150  	  	   	149 657.0392  	-  	171 639.9741  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°1/2)6d  	 2[3/2]°  	 2  		  	L3469
455.0640    	0.0020   	455.0626    	0.0021    	 10  	  	   	150 858.5079  	-  	172 827.35    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)10d  	 2[7/2]°  	 3  		  	L3469
455.25980   	0.00010  	455.25983   	0.00011   	 300  	  	   	150 121.5922  	-  	172 080.915   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)9s  	 2[3/2]°  	 1  		  	L7292
455.4415    	0.0020   	455.4420    	0.0015    	 100  	  	   	151 038.4524  	-  	172 988.99    	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)8d  	 2[3/2]°  	 1  		  	L3469
455.4561    	0.0020   	455.45741   	0.00015   	 50  	  	   	150 121.5922  	-  	172 071.389   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)9s  	 2[3/2]°  	 2  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
455.4824    	0.0020   	455.4819    	0.0017    	 400  	  	   	151 038.4524  	-  	172 987.07    	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)8d  	 2[3/2]°  	 2  		  	L3469
455.5392    	0.0020   	455.53870   	0.00009   	 300  	  	   	150 315.8612  	-  	172 261.741   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)8s  	 2[1/2]°  	 1  		  	L3469
455.6698    	0.0020   	455.6697    	0.0010    	 20  	  	   	150 917.4307  	-  	172 857.00    	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°1/2)9s  	 2[1/2]°  	 1  		  	L3469
456.2449    	0.0020   	456.2458    	0.0015    	 10  	  	   	150 917.4307  	-  	172 829.30    	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°3/2)10d  	 2[3/2]°  	 1  		  	L3469
456.58880   	0.00010  	456.58886   	0.00013   	 600  	  	   	150 315.8612  	-  	172 211.266   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)8d  	 2[5/2]°  	 3  		  	L7292
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
456.6830    	0.0020   	456.68264   	0.00023   	 400  	  	   	150 315.8612  	-  	172 206.770   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)8d  	 2[3/2]°  	 2  		  	L3469
456.7139    	0.0020   	456.71389   	0.00005   	 150  	  	   	150 315.8612  	-  	172 205.272   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)8d  	 2[7/2]°  	 3  		  	L3469
456.7845    	0.0020   	456.78472   	0.00023   	 100  	  	   	150 315.8612  	-  	172 201.878   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)8d  	 2[1/2]°  	 1  		  	L3469
457.30609   	0.00020  	457.30604   	0.00007   	 50  	  	   	149 824.2215  	-  	171 685.289   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)7d  	 2[5/2]°  	 2  		  	L4498
457.3557    	0.0020   	457.35573   	0.00019   	 500  	  	   	149 824.2215  	-  	171 682.914   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)7d  	 2[3/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
457.3898    	0.0020   	457.38850   	0.00013   	 300  	  	   	149 824.2215  	-  	171 681.348   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)7d  	 2[3/2]°  	 2  		  	L3469
457.50620   	0.00004  	457.50614   	0.00007   	 3000  	  	   	149 824.2215  	-  	171 675.728   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)7d  	 2[7/2]°  	 3  		  	L3451
457.5858    	0.0020   	457.58571   	0.00023   	 200  	  	   	149 824.2215  	-  	171 671.928   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)7d  	 2[1/2]°  	 1  		  	L3469
458.20350   	0.00010  	458.20397   	0.00004   	 1500  	  	   	149 824.2215  	-  	171 642.4494  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°1/2)6d  	 2[5/2]°  	 3  		  	L7292
458.2105    	0.0020   	458.21009   	0.00003   	 150  	  	   	149 824.2215  	-  	171 642.1580  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°1/2)6d  	 2[5/2]°  	 2  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
458.24521   	0.00004  	458.24505   	0.00009   	 1500  	  	   	149 657.0392  	-  	171 473.311   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)8s  	 2[3/2]°  	 2  		  	L3451
458.2556    	0.0020   	458.25596   	0.00003   	 150  	  	   	149 824.2215  	-  	171 639.9741  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°1/2)6d  	 2[3/2]°  	 2  		  	L3469
458.2980    	0.0020   	458.2995    	0.0013    	 50  	  	   	151 038.4524  	-  	172 852.13    	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)9s  	 2[1/2]°  	 0  		  	L3469
458.5876    	0.0020   	458.5869    	0.0013    	 100  	  	   	150 772.1118  	-  	172 572.12    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)9d  	 2[5/2]°  	 2  		  	L3469
458.6145    	0.0020   	458.6141    	0.0011    	 20  	  	   	150 772.1118  	-  	172 570.83    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)9d  	 2[3/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
459.3243    	0.0020   	459.32342   	0.00011   	 500  	  	   	150 315.8612  	-  	172 080.915   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)9s  	 2[3/2]°  	 1  		  	L3469
459.5249    	0.0020   	459.52455   	0.00015   	 500  	  	   	150 315.8612  	-  	172 071.389   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)9s  	 2[3/2]°  	 2  		  	L3469
460.4095    	0.0020   	460.4095    	0.0013    	 150  	  	   	150 858.5079  	-  	172 572.22    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)9d  	 2[5/2]°  	 3  		  	L3469
460.4680    	0.0020   	460.4693    	0.0008    	 10  	  	   	150 858.5079  	-  	172 569.40    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)9d  	 2[3/2]°  	 2  		  	L3469
460.4938    	0.0020   	460.49404   	0.00005   	 50  	  	   	150 772.1118  	-  	172 481.8376  	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)10s  	 2[3/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
460.9365    	0.0020   	460.93719   	0.00023   	 300  	  	   	150 772.1118  	-  	172 460.966   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)7d  	 2[3/2]°  	 1  		  	L3469
460.99100   	0.00010  	460.99116   	0.00015   	 1500  	  	   	150 772.1118  	-  	172 458.427   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)7d  	 2[5/2]°  	 2  		  	L7292
461.43910   	0.00010  	461.43908   	0.00011   	 1000  	  	   	149 824.2215  	-  	171 489.486   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)8s  	 2[3/2]°  	 1  		  	L7292
461.6911    	0.0020   	461.6919    	0.0011    	 50  	  	   	150 917.4307  	-  	172 570.83    	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°3/2)9d  	 2[3/2]°  	 1  		  	L3469
461.78370   	0.00010  	461.78385   	0.00009   	 700  	  	   	149 824.2215  	-  	171 473.311   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)8s  	 2[3/2]°  	 2  		  	L7292
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
462.7799    	0.0020   	462.78067   	0.00024   	 20  	  	   	150 858.5079  	-  	172 460.966   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)7d  	 2[3/2]°  	 1  		  	L3469
462.83113   	0.00004  	462.83109   	0.00007   	 1500  	  	   	150 858.5079  	-  	172 458.613   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)7d  	 2[5/2]°  	 3  		  	L3451
462.8460    	0.0020   	462.84802   	0.00017   	 300  	  	   	150 858.5079  	-  	172 457.823   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)7d  	 2[3/2]°  	 2  		  	L3469
463.61250   	0.00010  	463.61255   	0.00007   	 700  	  	   	150 121.5922  	-  	171 685.289   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)7d  	 2[5/2]°  	 2  		  	L7292
463.66362   	0.00020  	463.66362   	0.00019   	 700  	  	   	150 121.5922  	-  	171 682.914   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)7d  	 2[3/2]°  	 1  		  	L4498
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
463.6974    	0.0020   	463.69729   	0.00013   	 500  	  	   	150 121.5922  	-  	171 681.348   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)7d  	 2[3/2]°  	 2  		  	L3469
463.9591    	0.0020   	463.95932   	0.00024   	 300  	  	   	150 121.5922  	-  	171 669.172   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)7d  	 2[1/2]°  	 0  		  	L3469
464.0443    	0.0020   	464.04643   	0.00024   	 700  	  	   	150 917.4307  	-  	172 460.966   	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°1/2)7d  	 2[3/2]°  	 1  		  	L3469
464.3182    	0.0020   	464.3177    	0.0009    	 50  	  	   	151 038.4524  	-  	172 569.40    	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)9d  	 2[3/2]°  	 2  		  	L3469
464.3931    	0.0020   	464.3926    	0.0011    	 20  	  	   	151 038.4524  	-  	172 565.93    	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)9d  	 2[1/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
464.4833    	0.0020   	464.48293   	0.00007   	 400  	  	   	150 121.5922  	-  	171 644.882   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)6d  	 2[3/2]°  	 1  		  	L3469
464.54180   	0.00004  	464.54172   	0.00004   	 3000  	  	   	150 121.5922  	-  	171 642.1580  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)6d  	 2[5/2]°  	 2  		  	L3451
464.5885    	0.0020   	464.58887   	0.00003   	 10  	  	   	150 121.5922  	-  	171 639.9741  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)6d  	 2[3/2]°  	 2  		  	L3469
464.99040   	0.00010  	464.99065   	0.00003   	 700  	  	   	149 824.2215  	-  	171 324.0107  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°1/2)7s  	 2[1/2]°  	 1  		  	L7292
465.2101    	0.0020   	465.21049   	0.00009   	 300  	  	   	150 772.1118  	-  	172 261.741   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)8s  	 2[1/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
465.3699    	0.0020   	465.37174   	0.00020   	 500  	  	   	150 772.1118  	-  	172 254.295   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)8s  	 2[1/2]°  	 0  		  	L3469
465.63936   	0.00004  	465.63926   	0.00003   	 3000  	  	   	148 257.7898  	-  	169 727.6312  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)6s  	 2[1/2]°  	 1  		  	L3451
466.11054   	0.00004  	466.11046   	0.00003   	 1500  	  	   	148 257.7898  	-  	169 705.9275  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)6s  	 2[1/2]°  	 0  		  	L3451
466.3092    	0.0020   	466.30923   	0.00022   	 400  	  	   	150 772.1118  	-  	172 211.107   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)8d  	 2[5/2]°  	 2  		  	L3469
466.3518    	0.0020   	466.3518    	0.0011    	 200  	  	   	150 772.1118  	-  	172 209.15    	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)8d  	 2[3/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
466.6654    	0.0020   	466.66799   	0.00024   	 500  	  	   	151 038.4524  	-  	172 460.966   	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)7d  	 2[3/2]°  	 1  		  	L3469
466.73643   	0.00020  	466.73647   	0.00018   	 1000  	  	   	151 038.4524  	-  	172 457.823   	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)7d  	 2[3/2]°  	 2  		  	L4498
467.08840   	0.00010  	467.08838   	0.00009   	 700  	  	   	150 858.5079  	-  	172 261.741   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)8s  	 2[1/2]°  	 1  		  	L7292
467.82180   	0.00010  	467.82177   	0.00009   	 3000  	  	   	150 315.8612  	-  	171 685.542   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)7d  	 2[5/2]°  	 3  		  	L7292
467.86107   	0.00020  	467.86089   	0.00011   	 500  	  	   	150 121.5922  	-  	171 489.486   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)8s  	 2[3/2]°  	 1  		  	L4498
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
467.91350   	0.00010  	467.91360   	0.00013   	 1500  	  	   	150 315.8612  	-  	171 681.348   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)7d  	 2[3/2]°  	 2  		  	L7292
468.03670   	0.00020  	468.03671   	0.00007   	 1000  	  	   	150 315.8612  	-  	171 675.728   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)7d  	 2[7/2]°  	 3  		  	L4498
468.1200    	0.0020   	468.12000   	0.00024   	 500  	  	   	150 315.8612  	-  	171 671.928   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)7d  	 2[1/2]°  	 1  		  	L3469
468.1930    	0.0020   	468.19253   	0.00013   	 200  	  	   	150 858.5079  	-  	172 211.266   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)8d  	 2[5/2]°  	 3  		  	L3469
468.2146    	0.0020   	468.21532   	0.00009   	 200  	  	   	150 121.5922  	-  	171 473.311   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)8s  	 2[3/2]°  	 2  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
468.2910    	0.0020   	468.29114   	0.00024   	 100  	  	   	150 858.5079  	-  	172 206.770   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)8d  	 2[3/2]°  	 2  		  	L3469
468.3238    	0.0020   	468.32400   	0.00005   	 50  	  	   	150 858.5079  	-  	172 205.272   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)8d  	 2[7/2]°  	 3  		  	L3469
468.3764    	0.0020   	468.37784   	0.00009   	 300  	  	   	150 917.4307  	-  	172 261.741   	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°1/2)8s  	 2[1/2]°  	 1  		  	L3469
468.76710   	0.00010  	468.76706   	0.00004   	 1000  	  	   	150 315.8612  	-  	171 642.4494  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)6d  	 2[5/2]°  	 3  		  	L7292
468.8191    	0.0020   	468.82148   	0.00003   	 20  	  	   	150 315.8612  	-  	171 639.9741  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°1/2)6d  	 2[3/2]°  	 2  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
469.1580    	0.0020   	469.15832   	0.00011   	 150  	  	   	150 772.1118  	-  	172 080.915   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°3/2)9s  	 2[3/2]°  	 1  		  	L3469
469.5363    	0.0020   	469.5348    	0.0011    	 200  	  	   	150 917.4307  	-  	172 209.15    	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°3/2)8d  	 2[3/2]°  	 1  		  	L3469
469.6943    	0.0020   	469.69518   	0.00024   	 50  	  	   	150 917.4307  	-  	172 201.878   	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°3/2)8d  	 2[1/2]°  	 1  		  	L3469
470.0469    	0.0020   	470.04779   	0.00003   	 50  	  	   	148 257.7898  	-  	169 526.2708  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)5d  	 2[5/2]°  	 2  		  	L3469
470.25305   	0.00020  	470.25289   	0.00003   	 1500  	2.1e+05  	  D 	148 257.7898  	-  	169 516.9948  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)5d  	 2[3/2]°  	 1  		T8043 	L4498
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
470.43949   	0.00004  	470.43948   	0.00003   	 15000  	  	   	148 257.7898  	-  	169 508.5627  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)5d  	 2[3/2]°  	 2  		  	L3451
470.88594   	0.00020  	470.88584   	0.00003   	 12000  	4.2e+06  	  D 	148 257.7898  	-  	169 488.4193  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)5d  	 2[1/2]°  	 1  		T8043 	L4498
471.00650   	0.00020  	471.00638   	0.00003   	 10000  	  	   	148 257.7898  	-  	169 482.9862  	 2s22p5(2P°3/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)5d  	 2[1/2]°  	 0  		  	L4498
471.04881   	0.00020  	471.04872   	0.00009   	 300  	  	   	151 038.4524  	-  	172 261.741   	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)8s  	 2[1/2]°  	 1  		  	L4498
471.20633   	0.00020  	471.20625   	0.00003   	 15000  	  	   	149 657.0392  	-  	170 873.2327  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)6d  	 2[5/2]°  	 3  		  	L4498
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
471.21406   	0.00020  	471.21469   	0.00003   	 150*  	  	   	149 657.0392  	-  	170 872.8524  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)6d  	 2[5/2]°  	 2  		  	L4498
471.21406   	0.00020  	471.21404   	0.00020   	 150*  	  	   	151 038.4524  	-  	172 254.295   	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°1/2)8s  	 2[1/2]°  	 0  		  	L4498
471.2800    	0.0020   	471.27983   	0.00016   	 100  	  	   	150 858.5079  	-  	172 071.389   	 2s22p5(2P°1/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)9s  	 2[3/2]°  	 2  		  	L3469
471.43397   	0.00020  	471.43386   	0.00003   	 700  	  	   	149 657.0392  	-  	170 862.9893  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)6d  	 2[3/2]°  	 2  		  	L4498
471.51248   	0.00020  	471.51239   	0.00003   	 300  	  	   	150 121.5922  	-  	171 324.0107  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)7s  	 2[1/2]°  	 1  		  	L4498
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
471.52580   	0.00020  	471.52539   	0.00004   	 300  	  	   	149 657.0392  	-  	170 858.8729  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)6d  	 2[7/2]°  	 3  		  	L4498
471.53440   	0.00010  	471.53441   	0.00003   	 15000  	  	   	149 657.0392  	-  	170 858.4673  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 3  	 2s22p5(2P°3/2)6d  	 2[7/2]°  	 4  		  	L7292
471.76085   	0.00020  	471.76092   	0.00003   	 700  	  	   	150 121.5922  	-  	171 312.8413  	 2s22p5(2P°3/2)3p  	 2[3/2]  	 1  	 2s22p5(2P°1/2)7s  	 2[1/2]°  	 0  		  	L4498
472.15337   	0.00020  	472.15360   	0.00011   	 700  	  	   	150 315.8612  	-  	171 489.486   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)8s  	 2[3/2]°  	 1  		  	L4498
472.2150    	0.0020   	472.2189    	0.0011    	 50  	  	   	151 038.4524  	-  	172 209.15    	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)8d  	 2[3/2]°  	 1  		  	L3469
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
472.2714    	0.0020   	472.27198   	0.00025   	 150  	  	   	151 038.4524  	-  	172 206.770   	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)8d  	 2[3/2]°  	 2  		  	L3469
472.3810    	0.0020   	472.38115   	0.00025   	 700*  	  	   	151 038.4524  	-  	172 201.878   	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)8d  	 2[1/2]°  	 1  		  	L3469
472.3810    	0.0020   	472.37984   	0.00011   	 700*  	  	   	150 917.4307  	-  	172 080.915   	 2s22p5(2P°3/2)3p  	 2[1/2]  	 0  	 2s22p5(2P°3/2)9s  	 2[3/2]°  	 1  		  	L3469
472.4162    	0.0020   	472.4157    	0.0013    	 50  	  	   	151 038.4524  	-  	172 200.33    	 2s22p5(2P°1/2)3p  	 2[1/2]  	 1  	 2s22p5(2P°3/2)8d  	 2[1/2]°  	 0  		  	L3469
472.51450   	0.00010  	472.51457   	0.00009   	 700  	  	   	150 315.8612  	-  	171 473.311   	 2s22p5(2P°3/2)3p  	 2[3/2]  	 2  	 2s22p5(2P°3/2)8s  	 2[3/2]°  	 2  		  	L7292
  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	  	 
474.95754   	0.00004  	474.95745   	0.00003   	 3000  	  	   	149 824.2215  	-  	170 872.8524  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)6d  	 2[5/2]°  	 2  		  	L3451
475.06826   	0.00020  	475.06871   	0.00005   	 300  	  	   	149 824.2215  	-  	170 867.923   	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)6d  	 2[3/2]°  	 1  		  	L4498
475.1802    	0.0020   	475.18012   	0.00003   	 300  	  	   	149 824.2215  	-  	170 862.9893  	 2s22p5(2P°3/2)3p  	 2[5/2]  	 2  	 2s22p5(2P°3/2)6d  	 2[3/2]°  	 2  		  	L3469
