# Observed Wavelength Air (nm)  	 
#				Rel.  Int.  (?) 
499.8502    	100  	
500.0395    	30  	
500.3561    	20  	
500.51587   	5000  	
500.53467   	500  	
501.10030   	250  	
501.5187    	50  	
502.28700   	250  	
503.13484   	2500  	
503.15087   	20  	
503.60016   	350  	
503.75927   	30  	
503.77512   	5000  	
504.1598    	10  	
504.2853    	150  	
504.5816    	150  	
504.6608    	30  	
505.29443   	250  	
505.9150    	20  	
507.40459   	30  	
507.42007   	350  	
507.65971   	350  	
507.87693   	150  	
508.03830   	1500  	
508.1360    	150  	
508.39773   	250  	
509.0321    	80  	
509.90522   	250  	
510.47011   	350  	
511.36724   	750  	
511.65032   	1500  	
511.70246   	350  	
512.05059   	250  	
512.1866    	20  	
512.22565   	1500  	
512.23613   	1500  	
512.8280    	20  	
514.3265    	50  	
514.49384   	5000  	
514.5011    	5000  	
514.51351   	350  	
515.00842   	350  	
515.19610   	750  	
515.44271   	500  	
515.66672   	500  	
515.89018   	500  	
516.34847   	100  	
518.2320    	20  	
518.86122   	1500  	
519.13223   	350  	
519.31251   	1500  	
519.32240   	1500  	
520.38962   	1500  	
520.6565    	30  	
520.88648   	700  	
521.05672   	500  	
521.43389   	350  	
522.23517   	500  	
523.40271   	500  	
527.40393   	400  	
528.00853   	500  	
529.81891   	1500  	
530.47580   	700  	
531.47851   	300  	
531.68046   	250  	
532.0550    	20  	
532.63960   	750  	
533.06720   	5  	  	
533.07775   	6000  	
533.33083   	500  	
533.5710    	100  	
534.10938   	10000  	
534.2700    	10  	
534.30048   	100  	
534.32834   	6000  	
534.92038   	1500  	
535.3513    	50  	
535.51640   	1500  	
535.53394   	50  	
535.54236   	1500  	
535.8020    	100  	
536.00121   	1500  	
536.04271   	350  	
536.22334   	250  	
536.62169   	250  	
537.23110   	750  	
537.49750   	500  	
538.32457   	250  	
540.05616   	20000  	
541.012     	50  	
541.26490   	2500  	
541.85584   	1500  	
542.0155    	500  	
543.36513   	2500  	
544.7120    	80  	
544.85091   	1500  	
549.44158   	500  	
550.73442   	250  	
551.1176    	30  	
551.1485    	150  	
552.063     	30  	
553.36788   	750  	
553.86510   	500  	
555.90978   	350  	
556.24416   	1500  	
556.27662   	5000  	
556.30531   	750  	
557.60394   	350  	
558.5905    	50  	
558.93472   	500  	
559.115     	80  	
565.25664   	750  	
565.60258   	750  	
565.66588   	5000  	
566.25489   	750  	
568.4647    	250  	
568.98163   	1500  	
571.53409   	350  	
571.88798   	1500  	
571.92248   	5000  	
571.95300   	750  	
574.82985   	5000  	
574.86446   	700  	
576.05885   	700  	
576.40525   	30  	
576.44188   	7000  	
577.03067   	500  	
580.40900   	750  	
580.44496   	5000  	
581.14066   	3000  	
581.66219   	500  	
582.01558   	5000  	
582.89063   	750  	
585.24878   	20000  	
586.84165   	750  	
587.21450   	750  	
587.28275   	5000  	
588.18950   	10000  	
589.83287   	200  	
590.20944   	30  	
590.24623   	500  	
590.27835   	50  	
590.64294   	500  	
591.36330   	2500  	
591.89068   	2500  	
591.90290   	80  	
593.44522   	750  	
593.93154   	500  	
594.48340   	5000  	
596.16228   	700  	
596.54710   	5000  	
596.61790   	350  	
597.46273   	5000  	
597.55343   	6000  	
598.23753   	80  	
598.79074   	1500  	
599.16477   	750  	
600.09275   	1000  	
602.99968   	10000  	
604.2013    	150  	
604.61348   	500  	
606.45359   	500  	
607.43376   	10000  	
609.61630   	3000  	
611.80187   	150  	
612.84498   	1000  	
614.2508    	1000  	
614.30627   	10000  	
615.02985   	1000  	
615.61380   	500  	
616.35937   	10000  	
617.28156   	150  	
617.48829   	700  	
617.52842   	500  	
618.21460   	1500  	
618.31575   	50  	
618.90649   	700  	
619.30663   	500  	
620.29740   	150  	
620.57775   	1000  	
621.38758   	1500  	
621.72812   	10000  	
622.57350   	500  	
624.67294   	1000  	
624.9593    	50  	
625.2732    	20  	
625.87884   	1000  	
626.64952   	10000  	
627.30141   	700  	
627.60327   	500  	
629.37447   	1000  	
630.47893   	1000  	
631.36855   	1500  	
632.81646   	3000  	
633.08894   	1500  	
633.44276   	10000  	
635.18532   	1000  	
636.49963   	1000  	
638.29914   	10000  	
640.1076    	1000  	
640.22480   	20000  	
640.97469   	1500  	
642.17044   	1000  	
644.47118   	1500  	
650.65277   	15000  	
653.28824   	1000  	
659.89528   	10000  	
660.29007   	1000  	
664.00095   	100  	
664.080     	50  	
665.20925   	1500  	
666.6892    	1000  	
667.82766   	5000  	
